candidate_id,task_id,completion_time,errors_count,safety_violations,test_cases_passed,code_complexity,review_score
CAND_5,TASK_8,57,3,0,87,5,7.3
CAND_1,TASK_4,73,3,0,88,12,10.0
CAND_24,TASK_3,88,0,0,86,9,7.7
CAND_43,TASK_10,50,0,0,88,14,7.1
CAND_37,TASK_5,89,1,0,95,9,7.9
CAND_4,TASK_18,81,3,0,89,7,9.7
CAND_32,TASK_16,48,0,0,97,8,7.1
CAND_13,TASK_2,61,3,0,89,9,8.4
CAND_42,TASK_2,84,1,0,89,11,8.3
CAND_46,TASK_12,71,0,0,87,14,7.2
CAND_1,TASK_3,60,3,0,95,11,8.6
CAND_17,TASK_3,52,2,0,86,8,8.2
CAND_19,TASK_5,57,3,0,90,13,9.4
CAND_36,TASK_19,78,0,0,92,9,8.4
CAND_12,TASK_11,66,0,0,86,10,8.6
CAND_41,TASK_14,78,3,0,89,5,9.0
CAND_48,TASK_12,51,1,0,85,7,8.4
CAND_24,TASK_15,61,11,2,75,20,4.1
CAND_17,TASK_19,66,2,0,100,13,8.1
CAND_47,TASK_4,53,2,0,86,7,8.8
CAND_45,TASK_17,46,0,0,87,13,7.2
CAND_38,TASK_3,56,0,0,85,12,7.2
CAND_32,TASK_11,44,0,0,99,11,7.1
CAND_24,TASK_3,76,9,2,60,26,5.2
CAND_8,TASK_17,69,0,0,98,7,10.0
CAND_36,TASK_5,79,2,0,98,11,7.1
CAND_9,TASK_1,40,2,0,89,12,9.8
CAND_34,TASK_14,75,2,0,86,12,8.2
CAND_8,TASK_3,53,3,0,88,10,7.9
CAND_19,TASK_6,53,3,0,97,6,7.0
CAND_42,TASK_16,55,1,0,92,5,8.5
CAND_47,TASK_2,77,3,0,86,6,9.1
CAND_27,TASK_7,48,6,3,53,22,3.6
CAND_13,TASK_19,78,0,0,85,13,7.7
CAND_23,TASK_10,58,0,0,93,10,7.6
CAND_32,TASK_18,49,3,0,92,10,7.2
CAND_15,TASK_4,53,1,0,96,8,7.9
CAND_31,TASK_14,52,2,0,91,12,7.8
CAND_41,TASK_12,73,1,0,92,6,9.2
CAND_26,TASK_18,88,2,0,93,5,8.5
CAND_8,TASK_9,71,1,0,90,5,7.2
CAND_28,TASK_11,45,0,0,96,13,7.2
CAND_44,TASK_4,40,2,0,87,13,9.5
CAND_49,TASK_6,75,1,0,99,7,8.3
CAND_23,TASK_1,87,3,0,96,7,7.3
CAND_21,TASK_11,69,6,1,49,29,2.7
CAND_17,TASK_4,52,0,0,85,12,9.3
CAND_19,TASK_19,86,0,0,98,13,7.3
CAND_48,TASK_7,51,0,0,94,5,8.1
CAND_18,TASK_14,67,3,0,93,7,8.4
CAND_18,TASK_5,74,3,0,93,11,9.3
CAND_9,TASK_6,52,3,0,99,6,7.6
CAND_45,TASK_13,50,1,0,92,10,7.6
CAND_36,TASK_18,84,1,0,93,12,9.8
CAND_1,TASK_4,42,3,0,90,9,9.0
CAND_49,TASK_10,60,3,0,95,7,9.0
CAND_37,TASK_6,83,2,0,89,14,7.0
CAND_10,TASK_3,63,1,0,90,5,7.4
CAND_24,TASK_11,140,10,2,56,26,4.4
CAND_28,TASK_16,131,7,2,77,15,3.2
CAND_42,TASK_15,86,0,0,92,14,9.6
