candidate_id,task_id,completion_time,errors_count,safety_violations,test_cases_passed,code_complexity,review_score
CAND_13,TASK_18,121,14,2,23,5,1.83
CAND_24,TASK_19,166,3,1,85,7,8.65
CAND_37,TASK_13,156,4,4,54,14,5.38
CAND_22,TASK_15,81,6,5,44,7,4.09
CAND_19,TASK_3,87,13,2,32,12,3.49
CAND_32,TASK_12,173,3,0,80,6,7.42
CAND_22,TASK_2,185,3,3,61,14,6.84
CAND_38,TASK_10,180,12,1,42,9,4.22
CAND_47,TASK_11,120,4,4,52,6,5.53
CAND_35,TASK_10,55,10,1,49,5,4.83
CAND_31,TASK_17,66,6,2,65,14,6.95
CAND_18,TASK_15,52,8,3,49,10,5.89
CAND_39,TASK_13,139,2,5,65,10,6.8
CAND_47,TASK_2,83,0,5,73,6,7.04
CAND_21,TASK_8,159,14,7,0,12,0.09
CAND_10,TASK_2,62,2,1,78,8,8.49
CAND_26,TASK_15,104,0,1,93,9,8.65
CAND_17,TASK_11,105,4,0,82,9,8.06
CAND_26,TASK_4,96,2,4,60,7,5.69
CAND_28,TASK_5,138,0,0,92,13,9.41
CAND_26,TASK_9,33,6,4,44,14,5.38
CAND_30,TASK_4,120,14,4,17,9,1.44
CAND_47,TASK_3,49,12,4,23,5,2.74
CAND_49,TASK_8,68,11,2,37,12,3.29
CAND_19,TASK_2,193,7,6,39,8,4.53
CAND_17,TASK_2,116,13,7,8,14,1.19
CAND_39,TASK_19,49,2,7,47,9,4.71
CAND_24,TASK_17,44,4,1,79,13,8.35
CAND_35,TASK_9,38,8,6,24,13,1.46
CAND_17,TASK_4,171,4,5,50,12,5.28
CAND_42,TASK_12,182,12,4,23,11,2.14
CAND_39,TASK_5,71,5,7,29,10,2.54
CAND_42,TASK_1,113,4,5,47,10,5.41
CAND_48,TASK_9,38,9,1,51,11,5.38
CAND_39,TASK_16,198,9,3,50,8,4.3
CAND_27,TASK_10,53,9,6,21,8,1.15
CAND_33,TASK_19,117,4,3,60,11,5.49
CAND_6,TASK_10,44,7,3,49,6,5.12
CAND_30,TASK_1,130,10,5,26,7,2.72
CAND_48,TASK_19,67,4,2,70,11,6.51
CAND_47,TASK_14,177,1,4,68,10,6.42
CAND_20,TASK_17,59,0,6,64,5,6.2
CAND_18,TASK_4,38,9,1,48,9,5.05
CAND_14,TASK_8,118,13,4,21,7,1.53
CAND_7,TASK_5,156,6,6,37,12,3.68
CAND_33,TASK_5,173,0,6,66,7,6.44
CAND_15,TASK_8,112,3,3,66,9,6.79
CAND_36,TASK_15,109,11,0,55,11,6.12
CAND_40,TASK_6,109,0,6,54,6,5.39
CAND_10,TASK_5,171,0,3,81,10,7.11
CAND_25,TASK_14,189,10,4,40,7,4.23
CAND_36,TASK_8,86,7,3,58,14,5.71
CAND_3,TASK_11,58,6,6,30,11,3.34
CAND_10,TASK_3,135,1,6,54,7,6.36
CAND_23,TASK_13,166,14,0,44,12,5.28
CAND_24,TASK_5,112,6,6,34,9,3.82
CAND_27,TASK_9,50,7,0,63,10,6.54
CAND_49,TASK_9,80,3,2,75,8,6.53
CAND_17,TASK_17,199,6,3,55,9,5.18
CAND_35,TASK_8,129,12,2,44,10,5.24
CAND_11,TASK_9,145,1,2,86,12,8.13
CAND_36,TASK_19,54,7,3,50,11,5.8
CAND_2,TASK_14,98,0,7,59,6,5.68
CAND_38,TASK_13,35,1,3,71,11,6.3
CAND_14,TASK_2,46,11,7,13,13,0.87
CAND_20,TASK_2,115,11,2,45,6,3.92
CAND_27,TASK_3,130,10,0,51,13,4.22
CAND_44,TASK_1,166,9,7,22,12,3.15
CAND_28,TASK_4,145,7,0,75,10,7.57
CAND_28,TASK_3,69,0,6,58,12,5.22
CAND_20,TASK_5,112,7,1,65,11,6.16
CAND_10,TASK_12,132,5,0,75,14,7.96
CAND_39,TASK_5,55,6,6,44,6,4.65
CAND_16,TASK_6,86,1,2,85,11,8.23
CAND_42,TASK_3,92,5,1,68,12,5.9
CAND_39,TASK_16,169,0,1,89,9,8.83
CAND_37,TASK_9,174,0,3,82,10,7.41
CAND_37,TASK_14,151,8,1,58,6,6.46
CAND_40,TASK_4,194,3,1,82,8,7.83
CAND_23,TASK_11,37,1,1,93,14,9.36
CAND_18,TASK_19,42,2,2,76,14,7.21
CAND_33,TASK_11,150,11,3,31,14,3.53
CAND_46,TASK_16,36,3,7,44,10,3.44
CAND_1,TASK_19,115,0,5,67,6,6.1
CAND_28,TASK_4,167,10,3,46,13,4.09
CAND_31,TASK_5,102,14,7,0,14,0.93
CAND_9,TASK_16,76,5,3,58,14,5.11
CAND_13,TASK_4,180,2,6,56,12,5.64
CAND_29,TASK_19,53,10,1,53,13,5.9
CAND_18,TASK_4,49,9,2,43,8,4.42
CAND_14,TASK_3,91,0,5,66,12,6.16
CAND_45,TASK_9,69,9,7,24,13,1.89
CAND_12,TASK_17,91,9,3,46,7,3.93
CAND_10,TASK_17,28,12,5,19,13,1.35
CAND_12,TASK_13,167,1,6,56,5,5.52
CAND_23,TASK_13,194,12,5,22,8,1.35
CAND_3,TASK_8,146,6,6,30,6,2.09
CAND_47,TASK_10,179,4,0,75,5,7.26
CAND_7,TASK_13,196,8,4,39,7,2.93
CAND_42,TASK_4,119,13,1,34,12,2.56
CAND_20,TASK_16,110,7,4,51,12,5.7
CAND_5,TASK_7,93,2,6,50,13,4.64
CAND_9,TASK_13,51,6,5,44,8,5.21
CAND_10,TASK_18,123,14,4,10,8,1.25
CAND_18,TASK_16,173,6,3,60,11,5.69
CAND_48,TASK_10,35,9,6,26,7,1.79
CAND_26,TASK_4,138,0,7,50,12,5.51
CAND_26,TASK_18,76,9,0,57,6,6.24
CAND_15,TASK_3,113,14,7,0,6,0.0
CAND_17,TASK_2,78,11,6,10,12,0.02
CAND_30,TASK_15,33,4,1,68,5,7.6
CAND_47,TASK_3,60,7,7,31,7,3.78
CAND_49,TASK_15,136,4,1,75,6,8.11
CAND_18,TASK_16,70,14,2,24,12,1.72
CAND_41,TASK_11,140,0,7,53,8,4.35
CAND_6,TASK_8,152,8,6,26,7,2.42
CAND_43,TASK_15,103,14,5,7,12,1.04
CAND_29,TASK_12,32,0,1,87,7,8.03
CAND_41,TASK_10,129,8,7,17,6,2.43
CAND_13,TASK_14,175,7,2,54,10,4.48
CAND_4,TASK_3,64,9,2,47,7,5.42
CAND_9,TASK_5,87,5,7,37,5,2.76
CAND_34,TASK_3,180,4,7,44,7,4.51
CAND_16,TASK_2,146,9,2,52,13,4.92
CAND_39,TASK_13,81,13,3,24,11,3.33
CAND_5,TASK_2,161,10,1,44,7,4.22
CAND_33,TASK_9,126,2,1,79,7,8.83
CAND_6,TASK_11,191,3,5,51,8,4.29
CAND_13,TASK_7,67,4,3,56,11,5.18
CAND_3,TASK_11,116,13,5,17,12,2.54
CAND_7,TASK_2,131,3,3,61,7,5.29
CAND_21,TASK_4,74,10,7,17,11,1.73
CAND_41,TASK_1,50,11,7,12,11,0.23
CAND_8,TASK_18,39,12,7,12,9,1.05
CAND_20,TASK_10,144,8,5,32,8,3.28
CAND_26,TASK_11,54,13,5,22,10,2.13
CAND_43,TASK_10,130,3,4,65,11,6.44
CAND_14,TASK_19,75,0,3,72,5,6.65
CAND_16,TASK_5,144,4,0,76,13,7.58
CAND_26,TASK_14,80,0,1,90,9,8.81
CAND_42,TASK_2,23,12,4,32,10,2.22
CAND_5,TASK_10,173,9,6,25,11,2.93
CAND_6,TASK_3,174,7,1,63,8,6.99
CAND_4,TASK_13,81,8,7,16,5,0.8
CAND_11,TASK_12,197,2,7,45,7,4.99
CAND_20,TASK_17,69,6,4,48,8,5.13
CAND_29,TASK_12,102,4,7,32,14,3.02
CAND_7,TASK_19,172,2,3,76,8,8.44
CAND_16,TASK_16,127,5,4,54,13,5.38
CAND_30,TASK_2,28,9,2,45,10,4.91
CAND_32,TASK_2,34,13,3,32,12,2.43
CAND_47,TASK_17,124,6,0,75,12,6.54
CAND_44,TASK_11,49,6,7,27,6,3.47
CAND_16,TASK_9,141,3,1,80,13,8.65
CAND_35,TASK_6,49,11,7,15,12,1.3
CAND_24,TASK_15,145,13,7,0,5,0.0
CAND_28,TASK_11,57,8,6,29,9,3.39
CAND_17,TASK_7,58,8,4,47,13,5.4
CAND_37,TASK_1,199,9,3,50,13,5.48
CAND_24,TASK_19,23,8,7,19,7,2.34
CAND_14,TASK_8,20,8,6,35,6,3.54
CAND_34,TASK_6,175,1,0,87,10,9.18
CAND_33,TASK_18,27,10,0,58,9,5.14
CAND_9,TASK_1,126,7,1,62,5,5.69
CAND_10,TASK_13,121,2,2,80,8,7.43
CAND_40,TASK_10,50,4,3,68,10,6.91
CAND_32,TASK_1,117,8,6,27,8,2.34
CAND_7,TASK_2,34,10,4,26,14,3.27
CAND_17,TASK_19,97,12,3,29,14,2.98
CAND_9,TASK_2,41,2,2,73,8,6.89
CAND_39,TASK_5,37,14,7,2,7,0.88
CAND_38,TASK_10,144,9,3,41,11,3.56
CAND_33,TASK_7,96,1,0,98,7,10.0
CAND_3,TASK_15,38,9,1,52,5,4.41
CAND_9,TASK_1,20,14,6,11,12,2.06
CAND_27,TASK_8,55,12,1,39,14,3.22
CAND_24,TASK_12,183,7,0,69,10,6.85
CAND_34,TASK_16,71,5,5,42,7,4.99
CAND_28,TASK_13,190,4,7,34,5,3.13
CAND_10,TASK_9,40,2,4,66,5,5.68
CAND_25,TASK_14,168,1,0,91,8,10.0
CAND_35,TASK_6,85,1,2,82,6,8.76
CAND_8,TASK_10,28,14,0,41,8,4.25
CAND_24,TASK_11,49,6,1,62,5,6.19
CAND_22,TASK_15,97,7,3,51,5,4.24
CAND_5,TASK_12,166,10,7,21,7,2.94
CAND_2,TASK_15,189,7,4,49,12,4.65
CAND_25,TASK_16,115,12,0,56,6,5.72
CAND_47,TASK_13,172,11,7,7,10,0.81
CAND_23,TASK_15,120,7,1,58,12,6.48
CAND_46,TASK_17,145,2,2,81,8,7.65
CAND_27,TASK_16,49,4,1,71,10,7.87
CAND_33,TASK_17,106,9,0,57,13,5.94
CAND_40,TASK_3,120,13,0,48,14,5.13
CAND_32,TASK_18,65,5,7,42,6,4.28
CAND_26,TASK_7,183,13,6,12,7,0.29
CAND_48,TASK_12,91,10,2,51,9,4.28
CAND_8,TASK_9,124,12,5,21,10,1.72
CAND_45,TASK_15,114,2,1,79,9,7.34
CAND_3,TASK_1,195,3,2,76,7,8.09
CAND_2,TASK_8,73,6,6,32,5,2.4
CAND_12,TASK_5,146,2,0,83,8,7.38
CAND_18,TASK_2,194,8,0,58,6,4.84
CAND_46,TASK_2,59,13,3,26,11,1.67
CAND_20,TASK_2,93,2,5,52,7,4.68
CAND_27,TASK_14,171,6,4,46,7,5.48
CAND_1,TASK_7,87,1,6,52,6,5.43
CAND_8,TASK_3,124,1,4,75,7,7.66
CAND_38,TASK_13,76,4,3,57,11,5.8
CAND_6,TASK_6,53,8,4,42,7,3.37
CAND_46,TASK_4,154,3,1,86,9,8.97
CAND_32,TASK_12,76,10,5,28,13,2.85
CAND_47,TASK_11,25,11,4,25,10,1.52
CAND_22,TASK_12,167,7,4,49,12,5.37
CAND_31,TASK_12,197,6,7,30,5,2.8
CAND_14,TASK_6,31,5,1,66,7,6.19
CAND_13,TASK_13,125,3,1,75,14,7.94
CAND_13,TASK_12,127,5,7,33,11,3.63
CAND_22,TASK_9,197,1,4,62,9,5.9
CAND_3,TASK_7,98,13,5,11,9,0.14
CAND_48,TASK_6,97,3,5,60,13,5.99
CAND_31,TASK_4,53,9,7,23,12,2.49
CAND_32,TASK_15,158,6,1,74,12,8.33
CAND_46,TASK_1,160,10,2,40,14,4.06
CAND_12,TASK_18,139,1,3,80,14,8.11
CAND_19,TASK_1,169,7,3,48,9,3.92
CAND_21,TASK_1,134,0,6,55,10,6.19
CAND_17,TASK_18,108,10,7,21,14,1.2
CAND_37,TASK_10,141,4,2,63,9,6.8
CAND_6,TASK_6,76,3,4,54,6,6.14
CAND_29,TASK_6,32,3,6,50,10,4.67
CAND_5,TASK_4,175,8,0,71,6,6.87
CAND_4,TASK_17,179,13,3,21,5,1.39
CAND_39,TASK_2,85,5,0,79,5,8.17
CAND_29,TASK_14,57,6,5,43,8,3.7
CAND_13,TASK_12,112,11,3,41,12,3.55
CAND_46,TASK_13,153,5,0,84,13,8.36
CAND_19,TASK_4,181,14,1,39,9,3.74
CAND_48,TASK_9,127,10,1,48,12,5.76
CAND_19,TASK_4,63,3,0,91,14,9.74
CAND_24,TASK_12,68,1,1,89,7,8.26
CAND_3,TASK_11,101,6,4,49,10,5.49
CAND_30,TASK_17,119,10,1,47,7,4.91
CAND_3,TASK_3,155,3,7,42,8,3.92
CAND_18,TASK_5,122,14,5,17,6,1.95
CAND_5,TASK_4,129,1,7,54,14,6.08
CAND_5,TASK_2,100,6,2,54,14,4.81
CAND_28,TASK_6,111,4,4,59,7,6.18
CAND_34,TASK_2,117,5,6,47,14,4.61
CAND_30,TASK_15,124,9,5,35,6,4.29
CAND_12,TASK_1,170,13,0,51,5,4.32
CAND_31,TASK_14,190,8,1,53,6,5.98
CAND_29,TASK_14,64,14,1,28,8,2.99
CAND_47,TASK_7,113,5,1,69,5,7.31
CAND_36,TASK_15,156,12,7,11,8,2.05
CAND_28,TASK_7,87,1,3,68,14,6.22
CAND_1,TASK_6,124,4,7,40,5,4.93
CAND_36,TASK_16,61,12,5,23,7,1.81
CAND_39,TASK_9,188,13,0,50,11,4.26
CAND_31,TASK_17,195,8,0,70,6,6.95
CAND_20,TASK_3,195,0,2,88,6,9.49
CAND_38,TASK_16,73,5,2,63,8,6.18
CAND_9,TASK_8,162,12,7,6,5,0.62
CAND_5,TASK_14,22,6,5,37,8,3.03
CAND_15,TASK_12,108,11,6,16,9,0.7
CAND_38,TASK_4,160,13,1,39,7,4.59
CAND_46,TASK_17,157,14,2,36,9,3.24
CAND_37,TASK_8,31,0,4,66,13,6.21
CAND_32,TASK_19,161,10,6,16,5,1.5
CAND_14,TASK_6,147,8,0,63,14,6.93
CAND_34,TASK_12,116,6,1,69,13,6.68
CAND_36,TASK_7,91,9,7,14,12,0.73
CAND_23,TASK_6,31,4,3,57,6,4.93
CAND_23,TASK_11,153,4,2,68,8,7.14
CAND_19,TASK_15,132,14,1,36,12,3.93
CAND_46,TASK_19,123,4,0,75,9,7.17
CAND_36,TASK_14,113,3,6,55,13,5.0
CAND_38,TASK_8,64,4,1,73,10,7.31
CAND_15,TASK_17,20,12,7,1,6,0.09
CAND_2,TASK_19,78,10,5,23,8,1.86
CAND_35,TASK_14,167,1,5,62,13,5.78
CAND_13,TASK_18,38,5,3,59,14,6.37
CAND_27,TASK_12,20,1,6,52,10,5.33
CAND_26,TASK_13,35,4,2,65,13,5.76
CAND_9,TASK_15,93,8,5,38,6,4.02
CAND_8,TASK_11,27,4,6,47,6,4.94
CAND_31,TASK_18,125,4,1,81,9,8.26
CAND_49,TASK_9,34,7,3,55,8,5.35
CAND_38,TASK_2,193,4,7,41,14,4.74
CAND_8,TASK_19,152,11,5,26,6,2.65
CAND_30,TASK_13,131,9,4,31,5,3.6
CAND_20,TASK_10,106,0,2,84,5,8.51
CAND_20,TASK_3,181,2,1,82,14,8.86
CAND_35,TASK_10,98,0,5,64,11,7.05
CAND_31,TASK_4,44,1,4,68,14,7.48
CAND_25,TASK_18,69,13,5,19,8,2.21
CAND_15,TASK_3,61,10,0,50,9,5.18
CAND_39,TASK_15,135,1,7,50,12,4.51
CAND_48,TASK_9,169,11,5,16,9,1.9
CAND_11,TASK_13,28,10,4,34,7,2.76
CAND_31,TASK_2,44,6,7,30,8,2.76
CAND_42,TASK_11,100,3,1,78,13,8.73
CAND_20,TASK_17,53,3,3,65,14,6.3
CAND_14,TASK_3,109,2,7,51,6,5.8
CAND_46,TASK_14,172,7,2,58,7,5.4
CAND_20,TASK_19,57,4,7,44,8,5.24
CAND_45,TASK_12,66,13,7,0,7,0.0
CAND_34,TASK_8,23,5,3,52,8,5.76
CAND_31,TASK_19,51,0,7,60,12,6.08
CAND_17,TASK_5,50,1,7,50,7,4.11
CAND_7,TASK_16,45,3,7,47,11,4.32
CAND_28,TASK_4,190,7,2,51,6,5.47
CAND_37,TASK_15,114,6,2,67,8,7.58
CAND_18,TASK_10,146,0,7,59,6,5.39
CAND_21,TASK_1,198,11,1,41,6,5.04
CAND_17,TASK_18,145,12,0,43,7,4.95
CAND_3,TASK_17,29,1,5,57,10,6.47
CAND_40,TASK_2,198,12,3,32,14,3.64
CAND_40,TASK_12,199,11,1,45,6,5.22
CAND_34,TASK_5,195,13,5,18,9,0.88
CAND_3,TASK_9,91,5,4,60,6,5.21
CAND_37,TASK_11,65,5,0,78,10,7.94
CAND_17,TASK_11,51,5,0,72,6,6.23
CAND_17,TASK_11,73,10,4,35,14,2.81
CAND_27,TASK_15,21,13,2,30,10,2.94
CAND_9,TASK_16,164,10,6,17,14,1.81
CAND_22,TASK_9,158,8,4,48,8,5.0
CAND_32,TASK_13,38,13,7,0,13,0.0
CAND_20,TASK_18,73,14,2,32,8,2.59
CAND_20,TASK_17,55,2,5,62,11,5.79
CAND_32,TASK_16,42,7,7,26,13,3.12
CAND_43,TASK_8,74,14,1,32,11,3.53
CAND_37,TASK_15,111,6,0,70,6,6.44
CAND_17,TASK_15,160,9,6,21,5,1.63
CAND_48,TASK_15,117,0,6,56,7,4.68
CAND_29,TASK_1,156,1,5,67,11,7.38
CAND_28,TASK_9,130,10,2,50,11,4.24
CAND_29,TASK_8,112,13,4,14,5,0.93
CAND_15,TASK_4,151,6,1,64,13,5.45
CAND_24,TASK_15,182,4,4,55,14,5.68
CAND_46,TASK_3,182,6,7,28,7,3.06
CAND_25,TASK_10,55,4,4,56,11,5.59
CAND_7,TASK_1,139,7,2,64,14,7.15
CAND_16,TASK_8,94,10,7,12,13,0.52
CAND_29,TASK_11,39,12,2,36,10,4.48
CAND_29,TASK_17,92,11,1,49,10,3.99
CAND_22,TASK_11,130,9,5,34,8,3.27
CAND_37,TASK_14,148,3,0,86,10,8.81
CAND_22,TASK_16,144,12,0,43,14,4.48
CAND_39,TASK_3,137,14,2,31,5,2.58
CAND_1,TASK_9,48,7,5,35,7,2.99
CAND_49,TASK_18,191,6,3,53,12,4.45
CAND_3,TASK_10,61,2,7,44,12,3.69
CAND_11,TASK_1,81,9,6,21,13,2.03
CAND_20,TASK_10,62,8,0,63,12,6.48
CAND_9,TASK_16,184,3,3,70,11,6.73
CAND_40,TASK_7,70,12,5,22,13,1.54
CAND_7,TASK_13,189,13,6,12,7,2.08
CAND_13,TASK_10,132,0,0,100,5,9.54
CAND_40,TASK_1,190,4,7,46,11,4.03
CAND_1,TASK_15,40,1,5,64,14,6.12
CAND_37,TASK_3,95,6,3,52,7,4.86
CAND_49,TASK_15,123,1,5,57,9,4.85
CAND_10,TASK_19,83,11,5,27,7,3.35
CAND_17,TASK_9,29,0,6,55,11,6.29
CAND_6,TASK_19,106,2,1,82,8,8.14
CAND_10,TASK_1,173,5,7,29,6,2.15
CAND_19,TASK_18,98,1,1,91,11,10.0
CAND_26,TASK_16,55,4,7,38,8,3.73
CAND_35,TASK_8,23,13,1,37,12,3.71
CAND_44,TASK_16,75,7,5,34,8,3.33
CAND_17,TASK_10,156,4,1,71,10,7.36
CAND_41,TASK_17,58,13,1,42,6,4.22
CAND_8,TASK_3,38,10,4,39,7,3.38
CAND_4,TASK_19,107,11,0,46,7,4.84
CAND_27,TASK_2,195,9,7,17,11,0.83
CAND_18,TASK_8,58,12,1,45,12,4.69
CAND_14,TASK_12,112,3,1,81,12,7.71
CAND_21,TASK_9,99,3,7,36,12,3.78
CAND_3,TASK_4,53,4,4,60,12,6.67
CAND_8,TASK_1,118,4,3,63,10,5.52
CAND_15,TASK_18,167,10,1,47,5,5.41
CAND_32,TASK_6,155,2,2,84,6,9.39
CAND_47,TASK_2,128,0,4,76,6,7.19
CAND_21,TASK_4,59,6,0,69,8,6.15
CAND_9,TASK_11,182,9,6,31,7,3.46
CAND_31,TASK_7,113,14,0,39,9,3.5
CAND_17,TASK_10,188,9,2,47,9,4.38
CAND_4,TASK_2,50,9,3,42,10,4.0
CAND_43,TASK_8,198,3,7,42,12,4.83
CAND_34,TASK_13,52,0,7,54,7,4.98
CAND_23,TASK_3,96,9,7,22,13,2.12
CAND_25,TASK_15,107,12,1,49,7,5.29
CAND_35,TASK_18,111,5,5,53,9,5.85
CAND_7,TASK_5,55,0,2,83,5,9.15
CAND_17,TASK_9,116,4,2,65,11,7.13
CAND_23,TASK_9,191,5,6,43,7,5.14
CAND_39,TASK_2,96,10,3,37,12,3.84
CAND_33,TASK_10,182,5,4,47,5,3.86
CAND_32,TASK_6,127,14,5,9,11,1.21
CAND_5,TASK_16,74,7,7,27,8,2.08
CAND_36,TASK_9,164,11,1,51,9,4.66
CAND_11,TASK_9,187,5,1,66,14,7.3
CAND_8,TASK_14,166,12,0,54,10,5.45
CAND_8,TASK_3,187,2,3,74,12,6.76
CAND_32,TASK_19,48,11,2,40,11,3.47
CAND_4,TASK_3,91,0,7,49,11,5.1
CAND_1,TASK_18,104,12,4,28,7,3.42
CAND_9,TASK_5,84,9,3,40,8,4.43
CAND_38,TASK_3,127,2,6,55,11,5.22
CAND_16,TASK_9,68,5,4,60,13,5.81
CAND_27,TASK_11,67,13,0,40,5,4.68
CAND_31,TASK_19,185,11,7,9,13,0.11
CAND_35,TASK_3,87,7,1,64,11,7.08
CAND_40,TASK_9,74,3,6,42,6,3.54
CAND_15,TASK_1,184,1,0,93,5,8.8
CAND_7,TASK_5,166,4,3,69,10,6.34
CAND_27,TASK_13,145,1,2,79,12,8.31
CAND_4,TASK_11,191,6,3,59,9,5.44
CAND_45,TASK_10,59,0,4,66,13,7.4
CAND_44,TASK_8,121,1,3,74,13,7.14
CAND_43,TASK_4,160,1,0,96,7,9.26
CAND_10,TASK_5,109,11,7,6,5,0.0
CAND_19,TASK_4,42,4,4,55,11,4.81
CAND_47,TASK_14,52,6,1,73,14,6.69
CAND_23,TASK_16,146,14,0,35,14,2.88
CAND_42,TASK_5,27,0,0,100,11,9.14
CAND_32,TASK_6,141,12,5,20,12,1.52
CAND_36,TASK_12,56,11,3,30,12,3.72
CAND_47,TASK_5,191,2,3,72,6,7.12
CAND_14,TASK_5,139,10,5,32,5,3.23
CAND_4,TASK_19,162,6,0,69,7,6.97
CAND_10,TASK_7,126,2,6,57,7,5.66
CAND_18,TASK_13,172,0,2,89,7,9.8
CAND_38,TASK_11,82,1,2,74,5,7.87
CAND_33,TASK_6,87,8,0,59,14,5.66
CAND_34,TASK_16,192,7,0,69,10,6.47
CAND_20,TASK_16,92,1,0,87,8,9.67
CAND_18,TASK_19,178,4,6,49,10,4.93
CAND_12,TASK_14,67,1,4,62,10,5.63
CAND_9,TASK_11,43,9,4,34,13,3.85
CAND_5,TASK_3,185,1,5,68,7,7.3
CAND_1,TASK_8,76,9,7,18,9,2.69
CAND_47,TASK_7,105,11,6,24,6,2.59
CAND_36,TASK_10,116,3,0,78,7,7.53
CAND_4,TASK_14,78,0,6,66,8,5.92
CAND_38,TASK_14,51,14,4,20,9,2.53
CAND_45,TASK_3,113,0,7,62,13,7.04
CAND_19,TASK_12,33,4,6,39,12,4.6
CAND_23,TASK_10,114,10,1,52,10,5.91
CAND_27,TASK_14,52,3,6,54,5,5.57
CAND_5,TASK_18,155,2,6,50,8,5.48
CAND_1,TASK_12,56,3,2,78,9,8.68
CAND_8,TASK_10,60,11,0,60,9,6.76
CAND_46,TASK_8,42,14,5,18,12,2.67
CAND_41,TASK_1,90,4,4,58,5,6.1
CAND_44,TASK_4,59,8,1,53,6,5.86
CAND_43,TASK_15,125,12,5,17,8,1.4
CAND_11,TASK_3,103,0,1,93,6,9.39
CAND_33,TASK_6,115,4,0,86,14,7.68
